Date|Time|Location|Wind Direction|Wind Speed (kts)|Weather|Temp (C)|Humidity (%)|Rain (mm)|Pressure (hPa)
12-DEC-2017|18:00|MACE HEAD GALWAY(A)|W|23|FAIR|9|75|0.0|1002
12-DEC-2017|18:00|MALIN HEAD(A)|W|24 Gust 38|RAIN SHOWER|8|77|Trace|996
12-DEC-2017|18:00|MARKREE SLIGO(A)|--|--|--|7|80|0.1|1000
12-DEC-2017|18:00|MOOREPARK CORK(A)|W|09 Gust 24|--|8|77|0.0|1003
12-DEC-2017|18:00|MT DILLON ROSCOM(A)|W|07|--|5|89|0.0|1001
12-DEC-2017|18:00|MULLINGAR(A)|SW|06|CLOUDY|4|97|0.0|1001
12-DEC-2017|18:00|NEWPORT MAYO(A)|W|17 Gust 30|--|8|74|0.0|1001
12-DEC-2017|18:00|OAK PARK CARLOW(A)|W|09|RAIN SHOWER|6|94|0.3|1002
12-DEC-2017|18:00|PHOENIX PARK(A)|--|--|--|6|91|0.0|1001
12-DEC-2017|18:00|ROCHES POINT(A)|NW|15|CLOUDY|8|85|0.0|1004
12-DEC-2017|18:00|SHANNON AIRPORT|W|13|FAIR|7|84|0.0|1003
12-DEC-2017|18:00|SHERKIN ISLAND(A)|NW|20|FAIR|10|75|0.0|1005
12-DEC-2017|18:00|VALENTIA(A)|NW|10|FAIR|9|72|0.0|1006
12-DEC-2017|19:00|ATHENRY GALWAY(A)|SW|04|--|6|89|0.0|1003
12-DEC-2017|19:00|BALLYHAISE CAVAN(A)|W|09|FAIR|5|94|0.0|1000
12-DEC-2017|19:00|BELMULLET(A)|W|10 Gust 25|CLOUDY|8|78|0.0|1001
12-DEC-2017|19:00|CASEMENT AERODROME|SW|13 Gust 23|CLOUDY|5|93|0.0|1001
12-DEC-2017|19:00|CLAREMORRIS(A)|W|10|--|6|85|0.0|1002
12-DEC-2017|19:00|CORK AIRPORT|W|09 Gust 23|CLOUDY|7|86|0.0|1005
12-DEC-2017|19:00|DUBLIN AIRPORT|W|13 Gust 24|RECENT RAIN|5|91|Trace|1001
12-DEC-2017|19:00|DUNSANY MEATH(A)|SW|09|--|4|95|0.0|1001
12-DEC-2017|19:00|FINNER DONEGAL(A)|W|17 Gust 29|MIST|8|75|0.0|999
12-DEC-2017|19:00|GURTEEN TIPPERARY(A|SW|07|CLOUDY|5|92|0.0|1003
12-DEC-2017|19:00|JOHNSTOWN CASTLE(A)|W|10|RECENT DRIZZLE|7|93|Trace|1003
12-DEC-2017|19:00|KNOCK AIRPORT(P)|W|10|CLOUDY|6|79|0.0|1001
12-DEC-2017|19:00|MACE HEAD GALWAY(A)|W|17 Gust 28|RECENT RAIN|8|87|0.1|1003
12-DEC-2017|19:00|MALIN HEAD(A)|W|18 Gust 37|RECENT DRIZZLE|8|77|0.1|996
12-DEC-2017|19:00|MARKREE SLIGO(A)|--|--|--|7|81|0.3|1000
12-DEC-2017|19:00|MOOREPARK CORK(A)|W|07|--|7|82|0.0|1004
12-DEC-2017|19:00|MT DILLON ROSCOM(A)|SW|05|--|5|89|0.0|1001
12-DEC-2017|19:00|MULLINGAR(A)|W|04|FAIR|4|94|0.0|1001
12-DEC-2017|19:00|NEWPORT MAYO(A)|W|10 Gust 24|--|7|83|0.1|1001
12-DEC-2017|19:00|OAK PARK CARLOW(A)|W|06|RECENT DRIZZLE|5|94|Trace|1003
12-DEC-2017|19:00|PHOENIX PARK(A)|--|--|--|6|91|0.0|1001
12-DEC-2017|19:00|ROCHES POINT(A)|W|08|FAIR|8|84|0.0|1005
12-DEC-2017|19:00|SHANNON AIRPORT|W|10|FAIR|8|82|0.0|1004
12-DEC-2017|19:00|SHERKIN ISLAND(A)|NW|20|FAIR|10|73|0.0|1006
12-DEC-2017|19:00|VALENTIA(A)|NW|15|FAIR|9|73|0.0|1006
12-DEC-2017|20:00|ATHENRY GALWAY(A)|SW|08|--|7|83|0.0|1002
12-DEC-2017|20:00|BALLYHAISE CAVAN(A)|SW|08|FAIR|5|93|0.0|1000
12-DEC-2017|20:00|BELMULLET(A)|W|13|RAIN SHOWER|8|78|0.6|1001
12-DEC-2017|20:00|CASEMENT AERODROME|SW|15|CLOUDY|5|93|0.0|1002
12-DEC-2017|20:00|CLAREMORRIS(A)|W|10|--|7|82|0.0|1002
12-DEC-2017|20:00|CORK AIRPORT|W|11 Gust 21|FINE|7|84|0.0|1005
12-DEC-2017|20:00|DUBLIN AIRPORT|W|15|CLOUDY|5|91|0.0|1001
12-DEC-2017|20:00|DUNSANY MEATH(A)|SW|08|--|4|94|0.0|1001
12-DEC-2017|20:00|FINNER DONEGAL(A)|W|18 Gust 30|CLOUDY|8|73|0.0|999
12-DEC-2017|20:00|GURTEEN TIPPERARY(A|W|10|CLOUDY|6|86|0.0|1003
12-DEC-2017|20:00|JOHNSTOWN CASTLE(A)|W|10|FAIR|7|92|0.1|1003
12-DEC-2017|20:00|KNOCK AIRPORT(P)|W|08|- n/a -|4|94|0.0|1001
12-DEC-2017|20:00|MACE HEAD GALWAY(A)|W|19|CLOUDY|9|82|0.0|1003
12-DEC-2017|20:00|MALIN HEAD(A)|W|16|CLOUDY|8|80|0.0|997
12-DEC-2017|20:00|MARKREE SLIGO(A)|--|--|--|7|77|0.0|1000
12-DEC-2017|20:00|MOOREPARK CORK(A)|W|06|--|6|85|0.0|1004
12-DEC-2017|20:00|MT DILLON ROSCOM(A)|S|06|--|3|97|0.0|1001
12-DEC-2017|20:00|MULLINGAR(A)|SW|06|FAIR|4|94|0.0|1001
12-DEC-2017|20:00|NEWPORT MAYO(A)|W|10 Gust 22|--|7|80|0.1|1001
12-DEC-2017|20:00|OAK PARK CARLOW(A)|W|06|CLOUDY|5|91|0.0|1003
12-DEC-2017|20:00|PHOENIX PARK(A)|--|--|--|5|90|0.0|1002
12-DEC-2017|20:00|ROCHES POINT(A)|SW|11|FAIR|8|81|0.0|1005
12-DEC-2017|20:00|SHANNON AIRPORT|W|10|FINE|7|88|Trace|1004
12-DEC-2017|20:00|SHERKIN ISLAND(A)|W|11 Gust 28|FAIR|9|75|0.0|1006
12-DEC-2017|20:00|VALENTIA(A)|NW|11|FAIR|9|74|0.0|1006
12-DEC-2017|21:00|ATHENRY GALWAY(A)|W|06|--|7|88|0.0|1003
12-DEC-2017|21:00|BALLYHAISE CAVAN(A)|W|08|CLOUDY|5|92|0.0|1000
12-DEC-2017|21:00|BELMULLET(A)|W|13|CLOUDY|9|71|0.0|1001
12-DEC-2017|21:00|CASEMENT AERODROME|SW|11|FAIR|5|91|0.0|1002
12-DEC-2017|21:00|CLAREMORRIS(A)|W|08|--|7|84|0.1|1002
12-DEC-2017|21:00|CORK AIRPORT|W|12|FAIR|7|86|0.0|1005
12-DEC-2017|21:00|DUBLIN AIRPORT|W|13|CLOUDY|5|92|0.0|1001
12-DEC-2017|21:00|DUNSANY MEATH(A)|SW|06|--|4|94|0.0|1002
12-DEC-2017|21:00|FINNER DONEGAL(A)|W|16 Gust 28|RECENT RAIN|8|81|0.2|1000
12-DEC-2017|21:00|GURTEEN TIPPERARY(A|W|10|CLOUDY|6|86|0.0|1003
12-DEC-2017|21:00|JOHNSTOWN CASTLE(A)|W|07|FAIR|5|93|0.0|1003
12-DEC-2017|21:00|KNOCK AIRPORT(P)|W|08|- n/a -|4|93|0.0|1002
12-DEC-2017|21:00|MACE HEAD GALWAY(A)|W|17 Gust 33|RECENT RAIN|8|85|0.1|1003
12-DEC-2017|21:00|MALIN HEAD(A)|W|25|MOD. DRIZZLE|7|81|0.1|997
12-DEC-2017|21:00|MARKREE SLIGO(A)|--|--|--|7|80|0.0|1000
12-DEC-2017|21:00|MOOREPARK CORK(A)|W|08|--|7|85|0.0|1005
12-DEC-2017|21:00|MT DILLON ROSCOM(A)|W|08|--|6|90|0.1|1001
12-DEC-2017|21:00|MULLINGAR(A)|SW|06|CLOUDY|3|93|0.0|1001
12-DEC-2017|21:00|NEWPORT MAYO(A)|W|11 Gust 27|--|6|89|0.5|1002
12-DEC-2017|21:00|OAK PARK CARLOW(A)|SW|03|CLOUDY|4|93|0.0|1003
12-DEC-2017|21:00|PHOENIX PARK(A)|--|--|--|5|90|0.0|1002
12-DEC-2017|21:00|ROCHES POINT(A)|SW|10|CLOUDY|7|84|0.0|1005
12-DEC-2017|21:00|SHANNON AIRPORT|W|10|RECENT SHOWER|7|88|Trace|1004
12-DEC-2017|21:00|SHERKIN ISLAND(A)|W|15|FAIR|9|77|0.0|1007
12-DEC-2017|21:00|VALENTIA(A)|W|13|FAIR|9|82|0.0|1007
12-DEC-2017|22:00|ATHENRY GALWAY(A)|W|07|--|7|89|0.3|1003
12-DEC-2017|22:00|BALLYHAISE CAVAN(A)|W|06|FAIR|4|92|0.0|1000
12-DEC-2017|22:00|BELMULLET(A)|W|11 Gust 24|RECENT RAIN|8|76|0.1|1000
12-DEC-2017|22:00|CASEMENT AERODROME|SW|15|FAIR|5|90|0.0|1001
12-DEC-2017|22:00|CLAREMORRIS(A)|W|06|--|6|90|0.0|1002
12-DEC-2017|22:00|CORK AIRPORT|SW|06|FAIR|5|91|0.0|1006
12-DEC-2017|22:00|DUBLIN AIRPORT|W|15|CLOUDY|5|88|0.0|1001
12-DEC-2017|22:00|DUNSANY MEATH(A)|SW|08|--|4|92|0.0|1001
12-DEC-2017|22:00|FINNER DONEGAL(A)|NW|18 Gust 35|RAIN SHOWER|7|84|Trace|999
12-DEC-2017|22:00|GURTEEN TIPPERARY(A|SW|07|CLOUDY|6|88|0.0|1003
12-DEC-2017|22:00|JOHNSTOWN CASTLE(A)|W|07|MIST|5|94|0.0|1004
12-DEC-2017|22:00|KNOCK AIRPORT(P)|SW|06|- n/a -|4|97|0.2|1001
12-DEC-2017|22:00|MACE HEAD GALWAY(A)|W|20 Gust 34|RECENT DRIZZLE|9|80|Trace|1003
12-DEC-2017|22:00|MALIN HEAD(A)|W|18|RECENT DRIZZLE|7|77|Trace|997
12-DEC-2017|22:00|MARKREE SLIGO(A)|--|--|--|6|79|0.0|1000
12-DEC-2017|22:00|MOOREPARK CORK(A)|W|07|--|7|81|0.0|1005
12-DEC-2017|22:00|MT DILLON ROSCOM(A)|W|07|--|6|86|0.0|1001
12-DEC-2017|22:00|MULLINGAR(A)|SW|06|CLOUDY|4|93|0.0|1001
12-DEC-2017|22:00|NEWPORT MAYO(A)|W|07|--|6|91|0.2|1001
12-DEC-2017|22:00|OAK PARK CARLOW(A)|W|08|CLOUDY|5|91|0.0|1003
12-DEC-2017|22:00|PHOENIX PARK(A)|--|--|--|6|87|0.0|1001
12-DEC-2017|22:00|ROCHES POINT(A)|SW|10|CLOUDY|7|83|0.0|1005
12-DEC-2017|22:00|SHANNON AIRPORT|W|11|RECENT SHOWER|7|89|0.1|1004
12-DEC-2017|22:00|SHERKIN ISLAND(A)|W|16|FAIR|10|77|0.0|1006
12-DEC-2017|22:00|VALENTIA(A)|W|12|CLOUDY|9|79|0.0|1006
12-DEC-2017|23:00|ATHENRY GALWAY(A)|SW|05|--|7|88|0.0|1002
12-DEC-2017|23:00|BALLYHAISE CAVAN(A)|W|10|FAIR|5|92|0.0|1000
12-DEC-2017|23:00|BELMULLET(A)|W|11 Gust 23|RECENT RAIN|8|82|0.1|1000
12-DEC-2017|23:00|CASEMENT AERODROME|SW|14|FAIR|5|90|0.0|1001
12-DEC-2017|23:00|CLAREMORRIS(A)|SW|06|--|6|87|0.2|1001
12-DEC-2017|23:00|CORK AIRPORT|W|09|CLOUDY|6|86|0.0|1005
12-DEC-2017|23:00|DUBLIN AIRPORT|W|14 Gust 24|CLOUDY|6|86|0.0|1001
12-DEC-2017|23:00|DUNSANY MEATH(A)|SW|07|--|4|91|0.0|1001
12-DEC-2017|23:00|FINNER DONEGAL(A)|SW|11 Gust 25|RECENT DRIZZLE|7|89|0.2|999
12-DEC-2017|23:00|GURTEEN TIPPERARY(A|SW|08|SHOWERY PRECIP|6|90|Trace|1003
12-DEC-2017|23:00|JOHNSTOWN CASTLE(A)|SW|07|CLOUDY|6|92|0.0|1004
12-DEC-2017|23:00|KNOCK AIRPORT(P)|SW|07|- n/a -|4|96|0.0|1001
12-DEC-2017|23:00|MACE HEAD GALWAY(A)|W|18 Gust 30|RAIN SHOWER|8|85|Trace|1002
12-DEC-2017|23:00|MALIN HEAD(A)|W|17 Gust 28|CLOUDY|7|72|0.0|996
12-DEC-2017|23:00|MARKREE SLIGO(A)|--|--|--|6|80|0.0|1000
12-DEC-2017|23:00|MOOREPARK CORK(A)|W|05|--|7|84|0.0|1005
12-DEC-2017|23:00|MT DILLON ROSCOM(A)|SW|06|--|5|92|0.0|1001
12-DEC-2017|23:00|MULLINGAR(A)|SW|06|CLOUDY|4|93|0.0|1001
12-DEC-2017|23:00|NEWPORT MAYO(A)|W|07|--|6|89|0.2|1000
12-DEC-2017|23:00|OAK PARK CARLOW(A)|SW|07|CLOUDY|5|92|0.0|1003
12-DEC-2017|23:00|PHOENIX PARK(A)|--|--|--|6|87|0.0|1001
12-DEC-2017|23:00|ROCHES POINT(A)|W|07|CLOUDY|7|86|0.0|1005
12-DEC-2017|23:00|SHANNON AIRPORT|W|07|RAIN SHOWER|7|90|0.2|1004
12-DEC-2017|23:00|SHERKIN ISLAND(A)|W|16 Gust 26|CLOUDY|10|78|0.0|1006
12-DEC-2017|23:00|VALENTIA(A)|W|10 Gust 23|CLOUDY|9|83|0.0|1006
13-DEC-2017|00:00|ATHENRY GALWAY(A)|SW|06|--|7|87|0.0|1001
13-DEC-2017|00:00|BALLYHAISE CAVAN(A)|W|10|FAIR|4|93|0.1|999
13-DEC-2017|00:00|BELMULLET(A)|SW|14|CLOUDY|8|82|0.0|999
13-DEC-2017|00:00|CASEMENT AERODROME|SW|14|CLOUDY|5|89|0.0|1001
13-DEC-2017|00:00|CLAREMORRIS(A)|SW|07|--|7|83|0.0|1000
13-DEC-2017|00:00|CORK AIRPORT|SW|06|CLOUDY|5|92|0.0|1005
13-DEC-2017|00:00|DUBLIN AIRPORT|W|15|FAIR|5|87|0.0|1001
13-DEC-2017|00:00|DUNSANY MEATH(A)|SW|09|--|4|93|0.0|1001
13-DEC-2017|00:00|FINNER DONEGAL(A)|SW|12|RAIN SHOWER|6|91|0.2|998
13-DEC-2017|00:00|GURTEEN TIPPERARY(A|SW|10|RECENT DRIZZLE|6|92|0.3|1002
13-DEC-2017|00:00|JOHNSTOWN CASTLE(A)|SW|07|CLOUDY|6|91|0.0|1004
13-DEC-2017|00:00|KNOCK AIRPORT(P)|SW|09|- n/a -|4|97|0.0|1000
13-DEC-2017|00:00|MACE HEAD GALWAY(A)|W|22|CLOUDY|9|78|0.0|1001
13-DEC-2017|00:00|MALIN HEAD(A)|SW|15|CLOUDY|8|75|0.0|996
13-DEC-2017|00:00|MARKREE SLIGO(A)|--|--|--|5|88|0.0|999
13-DEC-2017|00:00|MOOREPARK CORK(A)|W|06|--|7|82|0.0|1004
13-DEC-2017|00:00|MT DILLON ROSCOM(A)|SW|05|--|4|96|0.0|1000
13-DEC-2017|00:00|MULLINGAR(A)|SW|06|CLOUDY|3|94|0.0|1001
13-DEC-2017|00:00|NEWPORT MAYO(A)|W|06|--|6|91|0.0|1000
13-DEC-2017|00:00|OAK PARK CARLOW(A)|SW|09|FAIR|5|93|0.0|1003
13-DEC-2017|00:00|PHOENIX PARK(A)|--|--|--|6|86|0.0|1001
13-DEC-2017|00:00|ROCHES POINT(A)|SW|09|CLOUDY|7|86|0.0|1005
13-DEC-2017|00:00|SHANNON AIRPORT|SW|09|RECENT SHOWER|7|86|Trace|1003
13-DEC-2017|00:00|SHERKIN ISLAND(A)|W|15 Gust 29|CLOUDY|9|85|0.0|1006
13-DEC-2017|00:00|VALENTIA(A)|W|12|CLOUDY|9|76|0.0|1005
13-DEC-2017|01:00|ATHENRY GALWAY(A)|SW|05|--|6|91|0.0|1001
13-DEC-2017|01:00|BALLYHAISE CAVAN(A)|W|08|CLOUDY|4|93|0.0|999
13-DEC-2017|01:00|BELMULLET(A)|SW|18|CLOUDY|9|80|0.0|997
13-DEC-2017|01:00|CASEMENT AERODROME|SW|14|CLOUDY|6|89|0.0|1000
13-DEC-2017|01:00|CLAREMORRIS(A)|SW|07|--|6|88|0.0|1000
13-DEC-2017|01:00|CORK AIRPORT|SW|09|CLOUDY|5|95|0.0|1004
13-DEC-2017|01:00|DUBLIN AIRPORT|W|15|CLOUDY|6|88|0.0|1000
13-DEC-2017|01:00|DUNSANY MEATH(A)|SW|09|--|5|93|0.0|1000
13-DEC-2017|01:00|FINNER DONEGAL(A)|SW|13|CLOUDY|6|83|0.0|997
13-DEC-2017|01:00|GURTEEN TIPPERARY(A|SW|09|CLOUDY|6|90|0.0|1001
13-DEC-2017|01:00|JOHNSTOWN CASTLE(A)|W|08|CLOUDY|6|92|0.0|1003
13-DEC-2017|01:00|KNOCK AIRPORT(P)|SW|10|- n/a -|4|96|0.0|999
13-DEC-2017|01:00|MACE HEAD GALWAY(A)|W|21|CLOUDY|9|76|0.0|1000
13-DEC-2017|01:00|MALIN HEAD(A)|SW|15 Gust 27|RECENT DRIZZLE|6|86|0.1|995
13-DEC-2017|01:00|MARKREE SLIGO(A)|--|--|--|5|88|0.0|998
13-DEC-2017|01:00|MOOREPARK CORK(A)|W|04|--|7|82|0.0|1004
13-DEC-2017|01:00|MT DILLON ROSCOM(A)|SW|04|--|3|97|0.0|1000
13-DEC-2017|01:00|MULLINGAR(A)|SW|05|FAIR|3|95|0.0|1000
13-DEC-2017|01:00|NEWPORT MAYO(A)|W|08|--|7|90|0.0|999
13-DEC-2017|01:00|OAK PARK CARLOW(A)|S|08|MIST|5|95|0.0|1002
13-DEC-2017|01:00|PHOENIX PARK(A)|--|--|--|6|88|0.0|1001
13-DEC-2017|01:00|ROCHES POINT(A)|SW|09|CLOUDY|7|88|0.0|1004
13-DEC-2017|01:00|SHANNON AIRPORT|SW|10|CLOUDY|7|92|0.0|1002
13-DEC-2017|01:00|SHERKIN ISLAND(A)|W|12|CLOUDY|9|83|0.0|1005
13-DEC-2017|01:00|VALENTIA(A)|W|14|MOD. DRIZZLE|9|86|0.2|1005
13-DEC-2017|02:00|ATHENRY GALWAY(A)|SW|10|--|8|85|0.0|1000
13-DEC-2017|02:00|BALLYHAISE CAVAN(A)|SW|12|CLOUDY|5|91|0.0|998
13-DEC-2017|02:00|BELMULLET(A)|W|19 Gust 36|RECENT RAIN|8|83|0.4|996
13-DEC-2017|02:00|CASEMENT AERODROME|SW|14|CLOUDY|6|90|0.0|1000
13-DEC-2017|02:00|CLAREMORRIS(A)|S|06|--|6|89|0.0|998
13-DEC-2017|02:00|CORK AIRPORT|SW|09|CLOUDY|6|93|0.0|1004
13-DEC-2017|02:00|DUBLIN AIRPORT|SW|12|CLOUDY|6|89|0.0|1000
13-DEC-2017|02:00|DUNSANY MEATH(A)|SW|09|--|5|94|0.1|1000
13-DEC-2017|02:00|FINNER DONEGAL(A)|SW|16|CLOUDY|7|80|0.0|996
13-DEC-2017|02:00|GURTEEN TIPPERARY(A|SW|09|FAIR|7|90|0.0|1001
13-DEC-2017|02:00|JOHNSTOWN CASTLE(A)|SW|10|CLOUDY|7|90|0.0|1003
13-DEC-2017|02:00|KNOCK AIRPORT(P)|SW|09|- n/a -|5|92|0.0|998
13-DEC-2017|02:00|MACE HEAD GALWAY(A)|W|26|RAIN SHOWER|9|80|Trace|999
13-DEC-2017|02:00|MALIN HEAD(A)|SW|20|LIGHT DRIZZLE|6|87|0.3|994
13-DEC-2017|02:00|MARKREE SLIGO(A)|--|--|--|6|89|0.0|997
13-DEC-2017|02:00|MOOREPARK CORK(A)|SW|05|--|7|83|0.0|1003
13-DEC-2017|02:00|MT DILLON ROSCOM(A)|SW|07|--|4|95|0.0|999
13-DEC-2017|02:00|MULLINGAR(A)|SW|06|CLOUDY|4|96|0.0|1000
13-DEC-2017|02:00|NEWPORT MAYO(A)|SW|09 Gust 21|--|8|90|0.3|998
13-DEC-2017|02:00|OAK PARK CARLOW(A)|S|07|CLOUDY|5|92|0.0|1002
13-DEC-2017|02:00|PHOENIX PARK(A)|--|--|--|6|87|0.0|1000
13-DEC-2017|02:00|ROCHES POINT(A)|SW|09|CLOUDY|7|88|0.0|1004
13-DEC-2017|02:00|SHANNON AIRPORT|SW|12|RAIN SHOWER|8|90|0.1|1002
13-DEC-2017|02:00|SHERKIN ISLAND(A)|W|13 Gust 23|RAIN SHOWER|9|84|0.1|1004
13-DEC-2017|02:00|VALENTIA(A)|W|10 Gust 23|LIGHT RAIN|8|88|1.4|1004
13-DEC-2017|03:00|ATHENRY GALWAY(A)|SW|10 Gust 24|--|7|89|0.2|999
13-DEC-2017|03:00|BALLYHAISE CAVAN(A)|SW|07|CLOUDY|5|91|0.0|997
13-DEC-2017|03:00|BELMULLET(A)|SW|22 Gust 37|CLOUDY|9|80|0.0|995
13-DEC-2017|03:00|CASEMENT AERODROME|SW|13|LIGHT RAIN|6|93|0.2|999
13-DEC-2017|03:00|CLAREMORRIS(A)|SW|09|--|7|88|0.1|997
13-DEC-2017|03:00|CORK AIRPORT|SW|06|CLOUDY|6|95|0.0|1003
13-DEC-2017|03:00|DUBLIN AIRPORT|SW|12|RECENT RAIN|6|93|0.1|999
13-DEC-2017|03:00|DUNSANY MEATH(A)|SW|10|--|5|93|0.0|999
13-DEC-2017|03:00|FINNER DONEGAL(A)|SW|17 Gust 29|LIGHT RAIN|7|82|0.1|995
13-DEC-2017|03:00|GURTEEN TIPPERARY(A|SW|12|CLOUDY|7|88|0.0|1000
13-DEC-2017|03:00|JOHNSTOWN CASTLE(A)|SW|08|CLOUDY|7|90|0.0|1002
13-DEC-2017|03:00|KNOCK AIRPORT(P)|SW|10|- n/a -|5|94|0.2|997
13-DEC-2017|03:00|MACE HEAD GALWAY(A)|W|27 Gust 34|RECENT DRIZZLE|9|80|Trace|998
13-DEC-2017|03:00|MALIN HEAD(A)|S|12 Gust 31|RECENT RAIN|6|90|0.7|992
13-DEC-2017|03:00|MARKREE SLIGO(A)|--|--|--|6|88|0.1|996
13-DEC-2017|03:00|MOOREPARK CORK(A)|W|05|--|8|80|0.0|1002
13-DEC-2017|03:00|MT DILLON ROSCOM(A)|SW|07|--|5|94|0.0|998
13-DEC-2017|03:00|MULLINGAR(A)|SW|05|CLOUDY|4|96|0.0|999
13-DEC-2017|03:00|NEWPORT MAYO(A)|SW|11 Gust 21|--|8|90|0.2|997
13-DEC-2017|03:00|OAK PARK CARLOW(A)|S|09|RAIN SHOWER|5|97|0.1|1001
13-DEC-2017|03:00|PHOENIX PARK(A)|--|--|--|6|91|0.1|1000
13-DEC-2017|03:00|ROCHES POINT(A)|SW|10|CLOUDY|7|88|0.0|1003
13-DEC-2017|03:00|SHANNON AIRPORT|SW|14|LIGHT RAIN|8|91|0.3|1001
13-DEC-2017|03:00|SHERKIN ISLAND(A)|W|17|LIGHT RAIN|9|88|0.6|1004
13-DEC-2017|03:00|VALENTIA(A)|W|10 Gust 23|MOD. DRIZZLE|8|86|0.8|1003
13-DEC-2017|04:00|ATHENRY GALWAY(A)|SW|12|--|8|87|0.0|998
13-DEC-2017|04:00|BALLYHAISE CAVAN(A)|SW|08|LIGHT DRIZZLE|6|89|Trace|996
13-DEC-2017|04:00|BELMULLET(A)|W|17 Gust 38|RAIN SHOWER|8|86|0.9|994
13-DEC-2017|04:00|CASEMENT AERODROME|n/a|n/a|- n/a -|n/a|n/a|n/a|n/a
13-DEC-2017|04:00|CLAREMORRIS(A)|SW|11|--|8|80|0.0|996
13-DEC-2017|04:00|CORK AIRPORT|SW|10|LIGHT RAIN|6|96|0.3|1002
13-DEC-2017|04:00|DUBLIN AIRPORT|SW|15|CLOUDY|6|89|0.0|998
13-DEC-2017|04:00|DUNSANY MEATH(A)|S|11|--|6|91|0.0|998
13-DEC-2017|04:00|FINNER DONEGAL(A)|SW|20 Gust 33|RAIN SHOWER|7|82|0.1|993
13-DEC-2017|04:00|GURTEEN TIPPERARY(A|S|10|CLOUDY|6|93|0.0|999
13-DEC-2017|04:00|JOHNSTOWN CASTLE(A)|SW|07|LIGHT RAIN|7|90|0.4|1001
13-DEC-2017|04:00|KNOCK AIRPORT(P)|SW|14 Gust 27|- n/a -|5|93|0.2|996
13-DEC-2017|04:00|MACE HEAD GALWAY(A)|W|27 Gust 34|RAIN SHOWER|9|82|0.1|997
13-DEC-2017|04:00|MALIN HEAD(A)|SW|20 Gust 31|RAIN SHOWER|6|89|0.7|991
13-DEC-2017|04:00|MARKREE SLIGO(A)|--|--|--|6|89|0.0|995
13-DEC-2017|04:00|MOOREPARK CORK(A)|SW|05|--|7|85|0.1|1002
13-DEC-2017|04:00|MT DILLON ROSCOM(A)|S|08|--|5|96|0.0|996
13-DEC-2017|04:00|MULLINGAR(A)|SW|08|RAIN SHOWER|4|94|0.1|998
13-DEC-2017|04:00|NEWPORT MAYO(A)|W|16 Gust 28|--|8|91|0.8|996
13-DEC-2017|04:00|OAK PARK CARLOW(A)|SE|07|FAIR|6|93|0.0|1000
13-DEC-2017|04:00|PHOENIX PARK(A)|--|--|--|6|88|0.0|998
13-DEC-2017|04:00|ROCHES POINT(A)|SW|12|MOD. DRIZZLE|7|88|0.1|1002
13-DEC-2017|04:00|SHANNON AIRPORT|SW|13|RECENT RAIN|7|89|Trace|1000
13-DEC-2017|04:00|SHERKIN ISLAND(A)|W|19|MOD. DRIZZLE|9|88|0.6|1003
13-DEC-2017|04:00|VALENTIA(A)|SW|12|RECENT RAIN|9|85|0.2|1002
13-DEC-2017|05:00|ATHENRY GALWAY(A)|SW|14|--|8|88|0.3|996
13-DEC-2017|05:00|BALLYHAISE CAVAN(A)|SW|09|RECENT DRIZZLE|6|93|0.1|994
13-DEC-2017|05:00|BELMULLET(A)|W|17 Gust 30|MODERATE RAIN|7|86|1.0|994
13-DEC-2017|05:00|CASEMENT AERODROME|S|18 Gust 29|LIGHT RAIN|6|89|Trace|997
13-DEC-2017|05:00|CLAREMORRIS(A)|W|15 Gust 28|--|6|91|2.6|995
13-DEC-2017|05:00|CORK AIRPORT|SW|09|RECENT RAIN|6|98|0.2|1001
13-DEC-2017|05:00|DUBLIN AIRPORT|SW|18|LIGHT RAIN|6|89|Trace|997
13-DEC-2017|05:00|DUNSANY MEATH(A)|SW|12|--|6|93|0.0|996
13-DEC-2017|05:00|FINNER DONEGAL(A)|SW|16 Gust 37|RAIN SHOWER|6|92|4.3|993
13-DEC-2017|05:00|GURTEEN TIPPERARY(A|SW|12 Gust 22|CLOUDY|7|85|0.0|997
13-DEC-2017|05:00|JOHNSTOWN CASTLE(A)|SW|08|LIGHT DRIZZLE|7|93|0.1|1000
13-DEC-2017|05:00|KNOCK AIRPORT(P)|W|21 Gust 33|- n/a -|5|95|1.0|995
13-DEC-2017|05:00|MACE HEAD GALWAY(A)|SW|29 Gust 38|RECENT RAIN|9|85|0.3|995
13-DEC-2017|05:00|MALIN HEAD(A)|SW|20 Gust 38|RECENT RAIN|7|88|1.2|989
13-DEC-2017|05:00|MARKREE SLIGO(A)|--|--|--|7|85|0.5|994
13-DEC-2017|05:00|MOOREPARK CORK(A)|SW|05|--|7|84|0.0|1001
13-DEC-2017|05:00|MT DILLON ROSCOM(A)|SW|08|--|6|92|0.1|995
13-DEC-2017|05:00|MULLINGAR(A)|SW|10|RECENT RAIN|5|94|Trace|996
13-DEC-2017|05:00|NEWPORT MAYO(A)|W|16 Gust 28|--|7|89|0.4|995
13-DEC-2017|05:00|OAK PARK CARLOW(A)|S|10|SHOWERY PRECIP|6|90|0.1|999
13-DEC-2017|05:00|PHOENIX PARK(A)|--|--|--|7|85|0.0|997
13-DEC-2017|05:00|ROCHES POINT(A)|SW|10|LIGHT DRIZZLE|7|91|0.2|1001
